Alkon hinnasto 13.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
939527;Leclerc Briant Rosé Champagne Extra Brut;Champagne Leclerc Briant;0.75 l;69.99;93.32;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Vegaaneille soveltuva tuote;Chardonnay, Pinot Noir, ;Lohenpunainen, erittäin kuiva, erittäin hapokas, keltaomenainen, sitruksinen, kevyen klementiininen, punaherukkainen, hennon kirsikkainen, paahteinen;pullo;luonnonkorkki;12.0;7.0;5;;;;70.0;vakiovalikoima;3465020000077
915907;Leclerc Briant Réserve Champagne Brut;Leclerc Briant;0.75 l;59.99;79.85;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Vegaaneille soveltuva tuote. Biodynaaminen;Chardonnay, Pinot Meunier, Pinot Noir, ;Keltainen, erittäin kuiva, hapokas, sitruksinen, klementiininen, persikkainen, pähkinäinen, kevyen paahteinen;pullo;luonnonkorkki;12.0;6.3;4;;;;70.0;vakiovalikoima;3465020000015
934103;Leclerc Briant Réserve Champagne Brut Magnum;Leclerc Briant Champagne;1.5 l;129.99;86.66;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Vegaaneille soveltuva tuote. Biodynaaminen;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleanpunainen, erittäin kuiva, hapokas, tyylikäs, tasapainoinen, hedelmäinen;pullo;luonnonkorkki;12.0;6.4;4;;;;70.0;tilausvalikoima;3465020000039
935778;Lecomte Pere & Fils Champagne  Brut Tradition;Lecomte Pere & Fils;0.75 l;39.67;52.89;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, aprikoosinen, keltaluumuinen, viheromenainen, hennon marsipaaninen;pullo;luonnonkorkki;12.0;6.5;10;;;;70.0;vakiovalikoima;3760067630004
948348;Legras & Haas Grand Cru Blanc de Blanc Millesime Champagne Brut 2014;Legras & Haas;0.75 l;104.70;139.6;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2014;AC Champagne;;Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.5;7.2;10;;;;70.0;tilausvalikoima;3760105450663
907304;Legras & Haas Grand Cru Blanc de Blanc Millesime Champagne Brut Jeroboam 2015;Legras & Haas;3 l;550.00;183.33;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.5;7.3;10;;;;70.0;tilausvalikoima;3760105450632
920934;Legras & Haas Grand Cru Blanc de Blanc Sillons Champagne Extra Brut 2014;Legras & Haas;0.75 l;126.82;169.09;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2014;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Vaalea, erittäin kuiva, hapokas, keltaluumuinen, sitruksinen, klementiininen, mineraalinen, kevyen kermainen, hennon briossinen;pullo;luonnonkorkki;12.5;7.0;6;;;;70.0;vakiovalikoima;3760105450564
935902;Legras & Haas Grand Cru Exigence No 10 Champagne Brut;Legras & Haas;0.75 l;84.99;113.32;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Oljenkeltainen, erittäin kuiva, hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.5;6.4;8;;;;70.0;tilausvalikoima;3760105450243
914961;Legras & Haas Les Visions Chouilly Grand Cru Blanc de Blancs Champagne Brut;Legras & Haas;0.375 l;36.18;96.48;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Vaalea, erittäin kuiva, hapokas, aprikoosinen, sitruksinen, mineraalinen;pullo;luonnonkorkki;12.5;7.3;9;;;;70.0;tilausvalikoima;3760105450120
584737;Legras & Haas Les Visions Chouilly Grand Cru Blanc de Blancs Champagne Brut;Legras & Haas;0.75 l;59.45;79.27;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, hennon yrttinen, mineraalinen, kevyen briossinen;pullo;luonnonkorkki;12.5;4.2;9;;;;70.0;vakiovalikoima;3760105450137
957911;Legras & Haas Rose Champagne Brut;Legras & Haas;0.75 l;72.36;96.48;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Meunier, Pinot Noir, ;Vaaleanpunainen, erittäin kuiva, hapokas, vadelmainen, mineraalinen, sitruksinen;pullo;luonnonkorkki;12.5;5.9;7;;;;70.0;tilausvalikoima;3760105450175
580887;Lelarge-Pugeot Tradition 1er Cru Champagne Extra Brut;Lelarge-Pugeot;0.75 l;58.60;78.0;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;Saattaa sisältää sakkaa. Biodynaaminen;Chardonnay, Pinot Meunier, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, keskihapokas, sitruksinen, punaomenainen, keltaluumuinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.5;6.7;2;;;;70.0;vakiovalikoima;3770011101115
900972;Lombard Blanc de Noirs Premier Cru Champagne Extra Brut;Lombard;0.75 l;62.38;83.17;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Meunier, ;Vaaleankeltainen, erittäin kuiva, erittäin hapokas, mineraalinen, kukkainen, hedelmäinen;pullo;luonnonkorkki;12.5;7.3;5;;;;70.0;tilausvalikoima;3028440003426
590727;Lombard Cramant Grand Cru Champagne Brut Nature 2015;Lombard;0.75 l;89.89;119.85;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AC Champagne;;Chardonnay, ;Vaaleanviherkeltainen, erittäin kuiva, erittäin hapokas, sitruksinen, greippinen, viheromenainen, kevyen persikkainen, mineraalinen, raikas;pullo;luonnonkorkki;12.5;6.6;1;;;;70.0;erikoiserä;3028440003501
917062;Lombard Premier Cru Rosé Champagne Extra Brut;Lombard;0.75 l;57.02;76.03;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Lohenpunainen, erittäin kuiva, hapokas, kukkainen, kirsikkainen, vadelmainen;pullo;luonnonkorkki;12.5;6.0;5;;;;70.0;tilausvalikoima;3028440001859
544647;Lombard Villedommange 1er Cru Lieu-dit Les Ribauds Champagne Extra Brut;Lombard;0.75 l;56.08;74.64;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;Vegaaneille soveltuva tuote;;Ranska;Champagne;;AC Champagne;Vegaaneille soveltuva tuote;Pinot Meunier, ;Vaaleanviherkeltainen, erittäin kuiva, hapokas, sitruksinen, aprikoosinen, viheromenainen, mineraalinen, kevyen marsipaaninen, ryhdikäs;pullo;luonnonkorkki;12.5;8.1;4;;;;70.0;vakiovalikoima;3028440003846
952933;Loriot-Pagel Blanc de Blancs Grand Cru Champagne Brut 2017;Champagne Loriot-Pagel;0.75 l;76.00;101.33;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2017;AOC Champagne;;Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, viheromenainen, elegantti;pullo;luonnonkorkki;12.5;6.9;8;;;;70.0;tilausvalikoima;3760102375716
909078;Loriot-Pagel Carte D'or Champagne Brut;Champagne Loriot-Pagel;0.75 l;59.50;79.33;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, vivahteikas, tasapainoinen, hedelmäinen;pullo;luonnonkorkki;12.5;7.2;7;;;;70.0;tilausvalikoima;3760102371510
925873;Loriot-Pagel Cuvée de Reserve Champagne Brut 2014;Champagne Loriot-Pagel;0.75 l;74.70;99.6;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2014;AOC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, mantelinen, briossinen;pullo;luonnonkorkki;12.5;7.4;6;;;;70.0;tilausvalikoima;3760102374412
931003;Loriot-Pagel Rosé Champagne Brut;Champagne Joseph Loriot-Pagel;0.75 l;62.98;83.97;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Hennon vaaleanpunainen, erittäin kuiva, keskihapokas, seljankukkainen, tasapainoinen, punaherukkainen;pullo;luonnonkorkki;12.5;6.6;8;;;;70.0;tilausvalikoima;3760102372517
959462;Loriot-Pagel Special Club Champagne Brut 2018;Loriot-Pagel;0.75 l;97.99;130.65;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2018;AC Champagne;Myydään lahjapakkauksessa;Pinot Meunier, ;Kullankeltainen, erittäin kuiva, erittäin hapokas, mausteinen, sitruksinen, moniulotteinen;pullo;luonnonkorkki;12.5;7.3;2;;;;70.0;tilausvalikoima;3760102376812
915145;Louis Massing Champagne Brut;Deregard Massing;0.75 l;33.98;45.17;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, paahtoleipäinen, keltaomenainen, aprikoosinen;pullo;luonnonkorkki;12.5;5.9;6;;;;70.0;tilausvalikoima;7350076790224
949094;Louis Roederer Blanc de Blancs Champagne Brut 2016;Louis Roederer;0.75 l;108.98;145.31;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2016;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, ;Sitruunankeltainen, erittäin kuiva, hapokas, aprikoosinen;pullo;luonnonkorkki;12.5;9.7;9;;;;70.0;tilausvalikoima;3114080901656
578457;Louis Roederer Collection 245 Champagne Brut;Louis Roederer;0.75 l;73.99;98.52;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruunainen, valkoherukkainen, aprikoosinen, hennon paahteinen, mineraalinen;pullo;luonnonkorkki;12.5;8.0;10;;;;70.0;vakiovalikoima;3114080404553
562047;Louis Roederer Cristal Champagne Brut 2015;Louis Roederer;0.75 l;359.98;479.97;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, valkopersikkainen, mineraalinen, kevyen kermainen, pähkinäinen, elegantti, pitkä;pullo;luonnonkorkki;12.0;9.0;9;;;;70.0;vakiovalikoima;3114080701553
901572;Louis Roederer Cristal Champagne Brut Magnum 2012;Champagne Louis Roederer;1.5 l;1199.98;799.99;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2012;AC Champagne;;Pinot Noir, Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, sitruksinen, elegantti, pitkä;pullo;luonnonkorkki;12.0;6.0;9;;;;70.0;tilausvalikoima;3114080701249
901465;Louis Roederer Cristal Rosé Champagne Brut 2014;Louis Roederer;0.75 l;649.98;866.64;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2014;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Lohenpunainen, erittäin kuiva, hapokas, vadelmainen, metsämansikkainen, paahteinen;pullo;luonnonkorkki;12.0;9.0;8;;;;70.0;tilausvalikoima;3114080801451
912576;Louis Roederer Rosé Champagne Brut 2017;Louis Roederer;0.75 l;107.99;143.99;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2017;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Hennon vaaleanpunainen, erittäin kuiva, hapokas, metsämansikkainen, tyylikäs, sitruksinen;pullo;luonnonkorkki;12.0;5.3;8;;;;70.0;tilausvalikoima;3114080601754
929145;Louis Roederer Vintage Champagne Brut 2016;Louis Roederer;0.75 l;99.98;133.31;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2016;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, ;Kellertävä, erittäin kuiva, erittäin hapokas, sitruksinen, mineraalinen, vivahteikas;pullo;luonnonkorkki;12.5;8.4;10;;;;70.0;tilausvalikoima;3114080501658
900813;Louis Roederer et Philippe Starck Champagne Brut Nature 2018;Champagne Louis Roederer;0.75 l;108.98;145.31;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2018;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Meunier, Pinot Noir, ;Kullankeltainen, erittäin kuiva, erittäin hapokas, sitruksinen, ryhdikäs, briossinen;pullo;luonnonkorkki;12.5;5.5;1;;;;70.0;tilausvalikoima;3114081501855
948676;Louis Roederer et Philippe Starck Rosé Champagne Brut Nature 2018;Champagne Louis Roederer;0.75 l;108.98;145.31;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2018;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Meunier, Pinot Noir, ;Vaaleanpunainen, erittäin kuiva, hapokas, sitruksinen, punaherukkainen, mausteinen;pullo;luonnonkorkki;12.5;7.8;1;;;;70.0;tilausvalikoima;3114081601852
916212;Mailly Grand Cru Blanc de Pinot Noir Champagne Brut;Mailly Grand Cru;0.75 l;75.70;100.93;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Kullankeltainen, erittäin kuiva, erittäin hapokas, sitruksinen, paahteinen, moniulotteinen;pullo;luonnonkorkki;12.0;6.8;8;;;;70.0;tilausvalikoima;3384901050010
938288;Mailly Grand Cru Millesimé Champagne Extra Brut 2016;Mailly Grand Cru;0.75 l;77.84;103.79;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2016;AC Champagne;;Pinot Noir, Chardonnay, ;Kirkkaankeltainen, erittäin kuiva, erittäin hapokas, briossinen, hasselpähkinäinen, mantelinen;pullo;luonnonkorkki;12.0;7.1;3;;;;70.0;tilausvalikoima;3384901022017
923308;Mailly Grand Cru Réserve Champagne Brut;Champagne Mailly Grand Cru;0.75 l;55.88;74.37;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, paahtoleipäinen, ryhdikäs, yrttinen;pullo;luonnonkorkki;12.0;7.0;9;;;;70.0;tilausvalikoima;3384901010014
921604;Mailly Grand Cru Réserve Champagne Brut;Champagne Mailly Grand Cru;0.375 l;31.17;82.85;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, paahtoleipäinen, yrttinen, ryhdikäs;pullo;luonnonkorkki;12.0;7.0;9;;;;70.0;tilausvalikoima;3384902010013
945996;Mailly Grand Cru Réserve Champagne Brut Magnum;Champagne Mailly Grand Cru;1.5 l;124.79;83.19;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, paahtoleipäinen, ryhdikäs, yrttinen;pullo;luonnonkorkki;12.0;7.0;9;;;;70.0;tilausvalikoima;3384903010012
959428;Marguet Blanc De Blancs Grand Cru Oger Champagne Brut Nature 2017;Champagne Marguet;0.75 l;90.22;120.29;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2017;AC Champagne;Biodynaaminen;Chardonnay, ;Kullankeltainen, erittäin kuiva, hapokas, vivahteikas, sitruunainen, mineraalinen;pullo;luonnonkorkki;12.0;6.4;2;;;;70.0;tilausvalikoima;3511300000616
920593;Marguet Blanc De Noirs Grand Cru Bouzy Champagne Brut Nature 2017;Champagne Marguet;0.75 l;91.31;121.75;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2017;AOC Champagne;Biodynaaminen;Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, marjainen, mantelinen, paahteinen;pullo;luonnonkorkki;12.0;7.3;2;;;;70.0;tilausvalikoima;3511300000531
954313;Marguet Blanc De Noirs Grand Cru Verzenay Champagne Brut Nature 2017;Champagne Marguet;0.75 l;91.31;121.75;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2017;AOC Champagne;Biodynaaminen;Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, hasselpähkinäinen, marjainen, sitruksinen;pullo;luonnonkorkki;12.0;7.7;2;;;;70.0;tilausvalikoima;3511300007165
922212;Marguet Grand Cru Ambonnay Champagne Brut Nature 2017;Champagne Marguet;0.75 l;90.22;120.29;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2017;AOC Champagne;Biodynaaminen;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, hapokas, vivahteikas, sitruunainen, marjainen;pullo;luonnonkorkki;12.5;7.2;2;;;;70.0;tilausvalikoima;3511300000302
922487;Marion-Bosser Premier Cru Champagne Brut;Marion-Bosser;0.75 l;62.45;83.27;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Keltainen, erittäin kuiva, hapokas, hedelmäinen, tasapainoinen, aromikas;pullo;luonnonkorkki;12.5;6.2;11;;;;80.0;tilausvalikoima;3760242270001
950837;Marion-Bosser Premier Cru Champagne Brut 2013;Marion- Bosser;0.75 l;104.70;139.6;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2013;AC Champagne;;Chardonnay, Pinot Noir, ;Kullankeltainen, erittäin kuiva, erittäin hapokas, hedelmäinen, mausteinen, aromikas;pullo;luonnonkorkki;12.5;7.9;7;;;;70.0;tilausvalikoima;3760242270162
942907;Marion-Bosser Premier Cru Champagne Extra Brut;Marion-Bosser;0.75 l;68.40;91.2;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Oljenkeltainen, erittäin kuiva, hapokas, mineraalinen, sitruksinen, aromikas;pullo;luonnonkorkki;12.5;6.3;6;;;;70.0;tilausvalikoima;3760242270018
930727;Marion-Bosser Premier Cru Rosé Champagne Brut;Marion-Bosser;0.75 l;67.99;90.65;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Lohenpunainen, erittäin kuiva, hapokas, marjainen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.5;6.1;11;;;;80.0;tilausvalikoima;3760242270025
900241;Michel Gonet Cœur de Mesnil Blanc de Blanc Champagne Extra Brut 2010;Michel Gonet;0.75 l;89.89;119.85;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2010;AOC Champagne;;Chardonnay, ;Vaaleankeltainen, erittäin kuiva, erittäin hapokas, briossinen, viheromenainen, aprikoosinen;pullo;luonnonkorkki;12.5;7.2;6;;;;70.0;tilausvalikoima;3419495020405
950116;Michel Gonet Les 3 Terroirs Blanc de Blanc Champagne Extra Brut 2019;Michel Gonet;0.75 l;54.90;73.2;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2019;AOP Champagne;;Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruunainen, viheromenainen, keltaluumuinen, kevyen raparperinen, mineraalinen, hennon briossinen;pullo;luonnonkorkki;12.5;7.4;6;;;;70.0;vakiovalikoima;3419495020986
950838;Michel Gonet Mesnil sur Oger Grand Cru Blanc de Blanc Champagne Extra Brut 2015;Michel Gonet;0.75 l;68.90;91.87;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AOP Champagne;;Chardonnay, ;Sitruunankeltainen, erittäin kuiva, hapokas, sitruksinen, mineraalinen, moniulotteinen;pullo;luonnonkorkki;12.5;6.9;3;;;;70.0;tilausvalikoima;3419495020245
901072;Michel Gonet Vindey Montgueux Blanc de Blancs Extra Brut;Michel Gonet;0.75 l;53.98;71.97;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Vaaleankeltainen, erittäin kuiva, hapokas, omenainen, sitruksinen, briossinen;pullo;luonnonkorkki;12.5;7.1;4;;;;70.0;tilausvalikoima;3419495020009
903648;Michel Laval Champagne Tradition Brut;SCEV Champagne Michel Laval;0.75 l;47.90;63.87;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Sitruunankeltainen, erittäin kuiva, hapokas, keltaomenainen, hedelmäinen, kermainen;pullo;luonnonkorkki;12.5;4.4;8;;;;70.0;tilausvalikoima;3770020305030
943292;Montaudon Blanc de Noirs Champagne Brut;Montaudon;0.75 l;51.99;69.32;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, sitruksinen, viheromenainen, briossinen;pullo;luonnonkorkki;12.0;6.6;10;;;;70.0;tilausvalikoima;3287210005392
586437;Montaudon le Grande Rosé Champagne Brut;Montaudon;0.75 l;47.26;62.88;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Oranssinpunainen, erittäin kuiva, hapokas, kypsän metsämansikkainen, punaherukkainen, kevyen mantelinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;6.6;11;;;;70.0;vakiovalikoima;3287210000113
921298;Montbra Champagne Brut;Chanoine Frères;0.75 l;36.95;49.13;;B10;kuohuviinit ja samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, keltaomenainen, hunajameloninen, klementiininen, valkoherukkainen, mineraalinen, briossinen;pullo;luonnonkorkki;12.0;6.4;8;;;;70.0;vakiovalikoima;6430065190004
915705;Moutard Père & Fils Grande Cuvée Blanc de Noirs Champagne Brut Magnum;Moutard Père & Fils;1.5 l;101.74;67.83;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, ;Vaaleankeltainen, erittäin kuiva, hapokas, briossinen, mantelinen, voinen;pullo;luonnonkorkki;12.0;6.0;10;;;;70.0;tilausvalikoima;3440747500796
500214;Mouzon Leroux L'incandescent Rosé de Saignée Grand Cru Champagne Extra Brut;Mouzon Leroux;0.75 l;69.70;92.93;uutuus;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;Luomu;;Ranska;Champagne;;AOP Champagne;Saattaa sisältää sakkaa;Pinot Noir, ;Lohenpunainen, erittäin kuiva, hapokas, villivadelmainen, sitruksinen, metsämansikkainen, mineraalinen, tyylikäs;pullo;luonnonkorkki;12.5;6.5;3;;;;70.0;erikoiserä;6430070422442
911485;Moët & Chandon  Collection Impériale Creation No.1 Brut Nature;Moët & Chandon;0.75 l;267.99;357.32;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Pinot Meunier, ;Vaaleankeltainen, erittäin kuiva, hapokas, elegantti, hasselpähkinäinen, paahtoleipäinen;pullo;luonnonkorkki;12.5;6.2;1;;;;70.0;tilausvalikoima;3185370783245
902667;Moët & Chandon Grand Vintage Champagne Brut 2016;Moët & Chandon;0.75 l;94.68;126.11;;B10;kuohuviinit ja samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2016;AC Champagne;Myydään lahjapakkauksessa;Chardonnay, Pinot Noir, Pinot Meunier, ;Viherkeltainen, erittäin kuiva, hapokas, keltaluumuinen, sitruksinen, viheromenainen, paahtoleipäinen, kevyen mantelinen, mineraalinen;pullo;luonnonkorkki;12.5;6.6;5;;;;70.0;vakiovalikoima;3185370769263
909571;Moët & Chandon Grand Vintage Rosé Champagne Brut 2016;Moët & Chandon;0.75 l;105.49;140.65;;B10;kuohuviinit ja samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2016;AC Champagne;Myydään lahjapakkauksessa;Pinot Noir, Chardonnay, Pinot Meunier, ;Vaaleanpunainen, erittäin kuiva, hapokas, mustaherukkainen, kirsikkainen, metsämansikkainen;pullo;luonnonkorkki;12.5;5.6;5;;;;70.0;tilausvalikoima;3185370769447
908517;Moët & Chandon Ice Imperial Champagne Demi-Sec;Moët & Chandon;0.75 l;75.59;100.65;;B10;kuohuviinit ja samppanjat;Lempeä & makeahko;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Keltainen, puolimakea, hapokas, sitruksinen, persikkainen, aprikoosihilloinen, hennon yrttinen, mineraalinen;pullo;luonnonkorkki;12.5;5.5;44;;;;90.0;vakiovalikoima;3185370773017
