Alkon hinnasto 13.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
432417;Norton Privada 2023;Bodega Norton;0.75 l;17.98;23.84;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Argentiina;Mendoza;2023;Mendoza;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Malbec, Cabernet Sauvignon, Merlot, ;Tummanpunainen, täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, mustaherukkainen, kevyen vaniljainen, hennon mustapippurinen;lasipullo;luonnonkorkki;14.5;5.6;0;;;;80.0;vakiovalikoima;7792319678027
902485;Poligonos San Pablo Cabernet Franc 2019;Familia Zuccardi;0.75 l;23.98;31.97;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2019;Uco Valley, Mendoza;Saattaa sisältää sakkaa;Cabernet Franc, ;Tummanpunainen, täyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen;pullo;luonnonkorkki;14.0;5.9;2;;;;80.0;tilausvalikoima;7791728010978
488317;Punto Final Syrah Merlot 2021;Renacer;0.75 l;12.99;17.19;;110;punaviinit;Roteva & Voimakas;Vegaaneille soveltuva tuote;;Argentiina;Mendoza;2021;Mendoza;Vegaaneille soveltuva tuote;Merlot, Syrah, ;Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, kevyen lakritsinen, mausteinen, tamminen;pullo;luonnonkorkki;13.5;4.1;0;;;;80.0;vakiovalikoima;7798127728817
497057;Santa Julia Innovacion Malbec 2022;Familia Zuccardi;0.75 l;10.98;14.51;;110;punaviinit;Roteva & Voimakas;Vegaaneille soveltuva tuote;;Argentiina;Mendoza;2022;Mendoza;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Malbec, ;Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, mustaherukkainen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.3;1;;;;80.0;vakiovalikoima;7791728243581
934332;Santa Julia Organic Malbec 2022;Zuccardi;0.75 l;13.48;17.97;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2022;Mendoza;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Malbec, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, marjainen, mustaherukkainen;pullo;metallinen kierrekapseli;13.0;4.9;1;;;;70.0;tilausvalikoima;7791728019155
453727;Santa Julia Pinot Noir Flores Negras 2023;Santa Julia Winery;0.75 l;16.17;21.56;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Mendoza;2023;Uco Valley;Saattaa sisältää sakkaa;Pinot Noir, ;Punainen, keskitäyteläinen, keskitanniininen, kypsän punaherukkainen, vadelmainen, kirsikkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;13.5;5.5;3;;;;80.0;vakiovalikoima;7791728234626
932333;Septima Malbec Organic 2022;Codorniu Argentina;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Argentiina;Mendoza;2022;Mendoza;;Malbec, ;Purppuranpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkahilloinen, luumuinen, kirsikkainen;pullo;metallinen kierrekapseli;14.5;5.2;2;;;;80.0;tilausvalikoima;7798078237604
406077;Septima Tierra Los Chacayes Malbec 2023;Bodega Septima;0.75 l;15.89;21.05;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2023;Valle de Uco;;Malbec, ;Tummanpunainen, täyteläinen, tanniininen, herukkainen, karhunvatukkainen, tumman kirsikkainen, mustapippurinen, tamminen;pullo;luonnonkorkki;15.0;5.3;0;;;;80.0;vakiovalikoima;7798078237130
490777;Susana Balbo Crios Malbec 2023;Susana Balbo;0.75 l;19.49;25.85;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Argentiina;Mendoza;2023;Mendoza;Vegaaneille soveltuva tuote;Malbec, ;Sinipunainen, täyteläinen, tanniininen, herukkainen, kirsikkahilloinen, boysenmarjainen, tummasuklainen, pippurinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.5;0;;;;80.0;vakiovalikoima;7798068480393
916674;Terrazas de los Andes Grand Malbec 2021;Terrazas de los Andes;0.75 l;54.99;73.32;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2021;Mendoza;;Malbec, ;Punavioletti, täyteläinen, tanniininen, vadelmainen, kirsikkainen, yrttinen;pullo;luonnonkorkki;14.0;5.7;2;;;;80.0;tilausvalikoima;7790975197166
911007;Terrazas de los Andes Malbec Organic 2023;Terrazas de los Andes;0.75 l;26.39;35.05;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Argentiina;Mendoza;2023;Mendoza;;Malbec, ;Tummanpunainen, täyteläinen, tanniininen, marjainen, mausteinen, aromikas;pullo;luonnonkorkki;14.5;5.4;2;;;;80.0;tilausvalikoima;7790975003931
918364;Trapiche Medalla Malbec 2022;Trapiche;0.75 l;19.98;26.64;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2022;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Sinipunainen, täyteläinen, tanniininen, luumuinen, karhunvatukkainen, vaniljainen;pullo;luonnonkorkki;14.5;5.8;2;;;;80.0;tilausvalikoima;7790240092011
936057;Trapiche Pure Black Malbec 2022;Bodegas Trapiche;0.75 l;14.98;19.84;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2022;Mendoza;;Malbec, ;Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, herukkainen, vadelmainen, kukkainen, mustapippurinen;pullo;metallinen kierrekapseli;14.0;5.3;2;;;;80.0;vakiovalikoima;7790240096866
944702;Trapiche Reserve Malbec 2023;Peñaflor;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2023;Mendoza;;Malbec, ;Sinipunainen, täyteläinen, tanniininen, luumuinen, kirsikkainen, vaniljainen;pullo;metallinen kierrekapseli;13.5;5.3;3;;;;80.0;tilausvalikoima;7790240072808
928177;Trivento Golden Reserve Malbec 2021;Trivento;0.75 l;18.98;25.17;;110;punaviinit;Roteva & Voimakas;Vegaaneille soveltuva tuote;;Argentiina;Mendoza;2021;Luján De Cuyo;Vegaaneille soveltuva tuote;Malbec, ;Tummanpunainen, täyteläinen, keskitanniininen, kypsän boysenmarjainen, tumman kirsikkainen, kevyen mokkainen, tamminen;pullo;luonnonkorkki;14.0;5.3;1;;;;80.0;tilausvalikoima;7798039590625
958502;Ver Sacrum GSM 2021;Ver Sacrum;0.75 l;25.99;34.65;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Mendoza;2021;IG Los Chacayes;;Grenache Noir, Syrah, Monastrell, ;Kirsikanpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, karpaloinen, pippurinen;pullo;luonnonkorkki;13.5;6.1;4;;;;80.0;tilausvalikoima;7798322420127
901021;Ver Sacrum Garnacha  2022;Ver Sacrum;0.75 l;26.99;35.99;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Mendoza;2022;IG Los Chacayes;Saattaa sisältää sakkaa;Garnacha, ;Ohuenpunainen, keskitäyteläinen, keskitanniininen, punamarjainen, kevyen ruusuinen, kevyen paahteinen;pullo;luonnonkorkki;13.5;6.1;1;;;;80.0;tilausvalikoima;7798322420851
456627;Vida Orgánica Syrah 2024;La Agrícola;0.75 l;13.49;17.85;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2024;Mendoza;Vegaaneille soveltuva tuote;Syrah, ;Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, herukkainen, pippurinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.6;0;;;;80.0;vakiovalikoima;7791728247527
909613;Zuccardi Finca Piedra Infinita 2017;Familia Zuccardi;0.75 l;169.99;226.65;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Uco Valley;Sisältää sakkaa;Malbec, ;Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen;pullo;luonnonkorkki;14.5;5.5;2;;;;80.0;tilausvalikoima;7791728008289
934133;Zuccardi Finca Piedra Infinita Supercal 2017;Familia Zuccardi;0.75 l;199.99;266.65;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Uco Valley, Mendoza;Saattaa sisältää sakkaa;Malbec, ;Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, yrttinen, tumman kirsikkainen;pullo;luonnonkorkki;14.0;5.5;2;;;;80.0;tilausvalikoima;7791728238945
431567;Zuccardi Q Cabernet Sauvignon 2014;Familia Zuccardi;0.75 l;20.99;27.85;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2014;Valle de Uco;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kuivatun luumuinen, tamminen, paahteinen;pullo;luonnonkorkki;14.5;5.5;0;;;;80.0;vakiovalikoima;7791728001082
948927;Zuccardi Q Malbec 2023;Zuccardi;0.75 l;23.98;31.97;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2023;Valle de Uco;Saattaa sisältää sakkaa;Malbec, ;Runsaanpunainen, täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;luonnonkorkki;14.0;5.3;2;;;;80.0;tilausvalikoima;7791728001075
417577;Zuccardi Serie A Syrah 2022;Zuccardi;0.75 l;19.20;25.47;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2022;Valle de Uco;;Syrah, ;Purppuranpunainen, täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, herukkainen, kaakaoinen, tamminen, lämmin;pullo;synteettinen korkki;14.0;5.9;2;;;;80.0;erikoiserä;7791728020748
958781;Kaiken Ultra Pinot Noir 2022;Kaiken;0.75 l;20.98;27.97;;110;punaviinit;Marjaisa & Raikas;Vegaaneille soveltuva tuote;;Argentiina;Patagonia;2022;Patagonia;Vegaaneille soveltuva tuote;Pinot Noir, ;Kirsikanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, yrttinen;pullo;metallinen kierrekapseli;13.0;7.6;2;;;;70.0;tilausvalikoima;7804303002203
478137;Cuma Malbec Organic 2024;Bodega El Esteco;0.75 l;10.98;14.51;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Salta;2024;;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Malbec, ;Sinipunainen, täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen;pullo;metallinen kierrekapseli;13.5;5.8;3;;;;80.0;vakiovalikoima;7790189043426
498657;Don David Malbec Reserve 2024;Bodega El Esteco;0.75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Argentiina;Salta;2024;Calchaquí Valley;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Malbec, ;Rubiininpunainen, täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen;pullo;metallinen kierrekapseli;14.0;5.5;0;;;;80.0;vakiovalikoima;7790189001129
935758;El Esteco Fair Trade Malbec 2023;Bodega El Esteco;0.75 l;18.48;24.51;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2023;Cafayate Valley;Saattaa sisältää sakkaa;Malbec, ;Sinipunainen, täyteläinen, tanniininen, luumuinen, tumman kirsikkainen, mausteinen;pullo;muu suljenta;14.5;5.7;3;;;;80.0;tilausvalikoima;7798136300158
940443;El Esteco Fincas Notables Cabernet Franc 2021;Bodega El Esteco;0.75 l;29.99;39.99;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2021;Cafayate Valley;Saattaa sisältää sakkaa;Cabernet Franc, ;Tummanpunainen, erittäin täyteläinen, erittäin tanniininen, luumuinen, karhunvatukkainen, yrttinen;lasipullo;luonnonkorkki;14.5;5.4;3;;;;80.0;tilausvalikoima;7790189042504
424607;Piattelli Reserve Cabernet Sauvignon 2023;Artel;0.75 l;18.46;24.48;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2023;Cafayate Valley;;Cabernet Sauvignon, ;Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, tummasuklainen, mustapippurinen, tamminen;pullo;luonnonkorkki;14.5;5.8;0;;;;80.0;vakiovalikoima;7798124010212
459174;Finca Las Moras Barrel Select Malbec 2023;Finca Las Moras;0.375 l;6.29;16.51;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2023;San Juan;;Malbec, ;Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen;pullo;luonnonkorkki;13.5;4.9;2;;;;80.0;vakiovalikoima;7791540050275
498507;Graffigna Elixio Cabernet Sauvignon 2023;FLC;0.75 l;9.49;12.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2023;San Juan;;Cabernet Sauvignon, ;Runsaanpunainen, täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, luumuinen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.3;3;;;;80.0;vakiovalikoima;7790168904076
418387;Los Intocables Bourbon Barrel Malbec 2023;Finca Las Moras;0.75 l;15.99;21.19;;110;punaviinit;Roteva & Voimakas;;;Argentiina;San Juan;2023;San Juan;Myydään lahjapakkauksessa;Malbec, ;Tummanpunainen, täyteläinen, tanniininen, mustaherukkainen, luumuinen, mokkainen, vaniljainen, mausteinen;pullo;luonnonkorkki;13.5;5.8;3;;;;80.0;vakiovalikoima;7791540049347
950198;Los Intocables Rum Barrel Red Blend 2022;Finca Las Moras;0.75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2022;;;Merlot, Syrah, ;Runsaanpunainen, täyteläinen, tanniininen, kirsikkahilloinen, karhunvatukkainen, mansikkainen, vaniljainen, mokkainen, kevyen pippurinen;pullo;luonnonkorkki;14.0;5.8;6;;;;80.0;vakiovalikoima;7791540054037
410817;Lunaris Malbec Syrah 2021;Bodegas Callia;0.75 l;12.58;16.64;;110;punaviinit;Roteva & Voimakas;Vegaaneille soveltuva tuote;;Argentiina;San Juan;2021;San Juan;Vegaaneille soveltuva tuote;Malbec, Syrah, ;Runsaanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, luumuinen, hennon minttuinen, mausteinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.0;5.5;3;;;;70.0;vakiovalikoima;7798108833264
905564;The Wanderer Malbec;Off-Piste Wines;0.75 l;17.90;23.73;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;;;Saattaa sisältää sakkaa;Malbec, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, punaherukkahilloinen, hennon viikunainen, mausteinen;pullo;metallinen kierrekapseli;13.0;5.8;10;;;;80.0;vakiovalikoima;5060152097773
900610;19 Crimes Malbec;19 Crimes / Treasury Wine Estates;0.75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;;;;;Malbec, ;Karmiininpunainen, täyteläinen, tanniininen, tumman kirsikkainen, hennon vaniljainen, punaherukkainen;pullo;metallinen kierrekapseli;13.0;5.7;1;;;;70.0;tilausvalikoima;9311220010566
426028;Fair & Square Smart Malbec 2024 kartonkitölkki;La Riojana;1 l;12.89;12.89;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Argentiina;;2024;;Vegaaneille soveltuva tuote;Malbec, ;Runsaanpunainen, täyteläinen, keskitanniininen, boysenmarjainen, mustikkainen, vadelmainen, hennon kukkainen, mausteinen;kartonkitölkki;muovisuljin;12.5;5.1;6;;;;70.0;vakiovalikoima;7350084981409
474187;Malma Chacra La Papay Pinot Noir 2024;Viñedos de la Patagonia;0.75 l;17.52;23.23;;110;punaviinit;Marjaisa & Raikas;Vegaaneille soveltuva tuote;;Argentiina;;2024;Patagonia;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Pinot Noir, ;Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, karpaloinen, metsämarjainen, mausteinen, hennon paahteinen;pullo;luonnonkorkki;13.0;5.8;0;;;;70.0;vakiovalikoima;7798348710042
933656;Karas Red Wine 2023;Tierras de Armenia CJSC;0.75 l;34.40;45.87;;110;punaviinit;Mehevä & Hilloinen;;;Armenia;;2023;;;Cabernet Franc, Malbec, Syrah, Tannat, ;Punainen, täyteläinen, keskitanniininen, karhunvatukkainen, marjainen, suklainen;pullo;luonnonkorkki;13.5;4.8;1;;;;80.0;tilausvalikoima;4850011862540
911106;Yerevan Areni Karmrahyut 2020;Armenia Wine Company;0.75 l;29.10;38.8;;110;punaviinit;Marjaisa & Raikas;;;Armenia;;2020;;;Areni, ;Punainen, keskitäyteläinen, vähätanniininen, karpaloinen, marjainen, yrttinen;pullo;luonnonkorkki;12.5;6.0;3;;;;70.0;tilausvalikoima;4850008152234
900419;19 Crimes Cabernet Sauvignon;19 Crimes / Treasury Wine Estates;0.75 l;13.98;18.51;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;South Eastern Australia;;Cabernet Sauvignon, ;Syvänpunainen, täyteläinen, tanniininen, tumman kirsikkainen, vaniljainen, tummasuklainen;pullo;luonnonkorkki;13.5;6.5;6;;;;80.0;tilausvalikoima;9311220005517
953035;Aussie Kangarouge A Rich Shiraz kartonkitölkki;Anora Group;1 l;9.99;9.99;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Shiraz, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, boysenmarjainen, neilikkainen;kartonkitölkki;muovisuljin;13.5;5.3;5;;;;80.0;vakiovalikoima;5710778001714
486607;Caravan Durif 2021;Quarisa Wines;0.75 l;11.99;15.85;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2021;South Eastern Australia;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Petite Sirah, ;Sinipunainen, täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kirsikkahilloinen, hennon suklainen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;5.7;6;;;;80.0;vakiovalikoima;9337739000218
436518;Escape Shiraz Cabernet Sauvignon 2020 muovipullo;Origin Wine;1 l;12.99;12.59;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2020;South Eastern Australia;Vegaaneille soveltuva tuote;Shiraz, Cabernet Sauvignon, ;Punainen, keskitäyteläinen, keskitanniininen, vadelmainen, kirsikkainen, herukkainen, mausteinen, hennon vaniljainen;muovipullo;muovisuljin;13.5;5.1;5;;;;80.0;vakiovalikoima;6009706977467
444577;Hardys BIN 343 Cabernet Shiraz 2021;Vinarchy;0.75 l;9.30;12.27;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2021;South Eastern Australia;;Cabernet Sauvignon, Shiraz, Ruby Cabernet, Syrah, ;Runsaanpunainen, täyteläinen, keskitanniininen, kirsikkainen, boysenmarjahilloinen, mausteinen, hennon eukalyptuksinen;pullo;metallinen kierrekapseli;14.0;5.3;5;;;;80.0;vakiovalikoima;9311043093302
457737;Hardys Crest Cabernet Shiraz Merlot 2020;Thomas Hardy & Sons;0.75 l;13.38;17.71;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2020;South Eastern Australia;;Cabernet, Cabernet Sauvignon, Merlot, Shiraz, Syrah, ;Runsaanpunainen, täyteläinen, keskitanniininen, kirsikkahilloinen, kypsän karpaloinen, punaherukkainen, mausteinen, kevyen mokkainen;pullo;metallinen kierrekapseli;14.0;5.6;6;;;;80.0;vakiovalikoima;9311043013584
904477;Hope Shiraz Reserve 2024;Iconic Wines;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2024;South Eastern Australia;Vegaaneille soveltuva tuote;Shiraz, ;Tummanpunainen, täyteläinen, keskitanniininen, kirsikkainen, mustikkainen, kevyen karpalohilloinen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.5;5.7;6;;;;80.0;vakiovalikoima;3332750007761
930787;Jacob's Creek Double Barrel Cabernet Sauvignon 4th vintage;Jacob's Creek Wines;0.75 l;19.99;26.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Cabernet Sauvignon, ;Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, paprikainen, luumuinen, suklainen, paahteinen, hennon yrttinen;pullo;metallinen kierrekapseli;14.3;5.6;3;;;;80.0;vakiovalikoima;9300727019547
911257;Jacob's Creek Double Barrel Shiraz 2021;Vinarchy;0.75 l;19.99;26.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2021;;Myydään lahjapakkauksessa;Shiraz, ;Tummanpunainen, täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, luumuinen, tumman kirsikkainen, lakritsinen, hennon eukalyptuksinen, tamminen;pullo;metallinen kierrekapseli;14.5;5.9;4;;;;80.0;vakiovalikoima;9300727019578
449867;Jacob's Creek Grenache Shiraz 2024;Vinarchy;0.75 l;11.29;14.92;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2024;South Eastern Australia;;Grenache, Shiraz, ;Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, kypsän kirsikkainen, punaherukkainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.1;3;;;;80.0;vakiovalikoima;9300727574213
465027;Jacob's Creek Organic Shiraz Cabernet 2022 muovipullo;Vinarchy;0.75 l;11.78;15.44;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Australia;Muut;2022;;;Cabernet Sauvignon, Shiraz, ;Punainen, keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, herukkainen, kevyen vaniljainen, mausteinen;muovipullo;muovisuljin;13.5;5.5;3;;;;80.0;vakiovalikoima;6438324704306
006152;Lindeman's Bin 50 Shiraz 2022;Lindeman's Wines;0.75 l;11.99;15.85;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2022;South Eastern Australia;;Shiraz, ;Runsaanpunainen, täyteläinen, keskitanniininen, mustikkainen, karhunvatukkainen, hapankirsikkainen, vaniljainen;pullo;metallinen kierrekapseli;14.0;5.2;6;;;;80.0;vakiovalikoima;9311218119509
904007;Nugan Alfredo Dried Grape Shiraz 2023;Nugan Estate;0.75 l;21.98;29.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2023;South Eastern Australia;Saattaa sisältää sakkaa;Shiraz, ;Tummanpunainen, täyteläinen, tanniininen, karhunvatukkahilloinen, kirsikkainen, vadelmainen, kevyen rosmariininen, hennon eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;6.3;10;;;;80.0;vakiovalikoima;9329056002464
924037;Nugan Alfredo Passo Appassimento 2022;Nugan Estate;0.75 l;13.98;18.51;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2022;South Eastern Australia;Vegaaneille soveltuva tuote;Syrah, ;Tummanpunainen, täyteläinen, keskitanniininen, kirsikkahilloinen, herukkainen, kevyen suklainen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.0;6.0;14;;;;80.0;vakiovalikoima;9329056003133
932057;Nugan Alfredo Second Pass Shiraz 2023;Nugan Estate;0.75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2023;South Eastern Australia;Vegaaneille soveltuva tuote. Myydään lahjapakkauksessa;Shiraz, ;Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, kypsän mustaherukkainen, suklainen, kevyen neilikkainen, vaniljainen, mausteinen;pullo;metallinen kierrekapseli;14.5;5.5;8;;;;80.0;vakiovalikoima;9329056002471
438238;Passento kartonkitölkki;Hartwall;1 l;10.98;10.98;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Petit Verdot, Cabernet Sauvignon, ;Sinipunainen, täyteläinen, keskitanniininen, kirsikkainen, kypsän mansikkainen, mausteinen;kartonkitölkki;muovisuljin;13.0;5.7;5;;;;80.0;vakiovalikoima;6430037251023
936515;Pete's Pure Pinot Noir 2024;Duxton Vineyards;0.75 l;14.98;19.84;;110;punaviinit;Marjaisa & Raikas;;;Australia;Muut;2024;Murray Darling;;Pinot Noir, ;Rubiininpunainen, keskitäyteläinen, keskitanniininen, karpaloinen, vadelmainen, mausteinen;pullo;metallinen kierrekapseli;12.5;5.5;6;;;;70.0;tilausvalikoima;9352420000193
410948;Pirkko Shiraz 2022 kartonkitölkki;Astra Wines;1 l;10.98;10.98;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Australia;Muut;2022;South Eastern Australia;Vegaaneille soveltuva tuote;Durif, Shiraz, ;Tummanpunainen, täyteläinen, keskitanniininen, herukkainen, luumuinen, karhunvatukkainen, mausteinen;kartonkitölkki;muovisuljin;13.5;5.7;2;;;;80.0;vakiovalikoima;6429990000113
446827;Wyndham Estate Bin 555 Shiraz 2022;Wyndham Estate;0.75 l;14.69;19.45;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2022;Wine of Australia;;Shiraz, ;Runsaanpunainen, täyteläinen, keskitanniininen, herukkahilloinen, kirsikkainen, luumuinen, tummasuklainen, hennon lakritsinen;pullo;metallinen kierrekapseli;14.0;5.5;4;;;;80.0;vakiovalikoima;9300727007391
922981;Yellow Tail Jammy Red Roo;Casella Family Brands;0.75 l;11.68;15.44;;110;punaviinit;Pehmeä & Hedelmäinen;;;Australia;Muut;;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Punainen, keskitäyteläinen, keskitanniininen, metsämarjainen, karhunvatukkainen, maitosuklainen, vaniljainen;pullo;metallinen kierrekapseli;12.0;5.2;34;;;;80.0;vakiovalikoima;9322214011797
496727;Yellow Tail Malbec 2022;Casella;0.75 l;11.68;15.44;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2022;South Eastern Australia;;Malbec, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, herukkainen, karhunvatukkainen, tumman kirsikkainen, suklainen, hennon kukkainen;pullo;metallinen kierrekapseli;13.5;5.6;8;;;;80.0;vakiovalikoima;9322214011360
